City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
396,newnham,-41.3833,147.1333,20.53,52,100,7.2,AU,2025-01-25 02:06:11
397,prince rupert,54.3161,-130.3201,5.83,86,75,4.63,CA,2025-01-25 02:06:11
398,irtyshsk,53.3333,75.4572,-15.62,77,100,5.6,KZ,2025-01-25 02:06:11
399,porto velho,-8.7619,-63.9039,24.03,94,20,0,BR,2025-01-25 02:04:48
400,kavieng,-2.5744,150.7967,29.06,64,100,5.72,PG,2025-01-25 02:06:12
401,nemuro,43.3236,145.575,0.96,99,100,6.93,JP,2025-01-25 02:05:51
402,isanlu-itedoijowa,8.2667,5.8333,25.33,22,14,1.23,NG,2025-01-25 02:06:12
403,kon tum,14.35,108,23.88,50,100,0.43,VN,2025-01-25 02:05:05
404,anar darah,32.7587,61.654,4.42,48,0,1.8,AF,2025-01-25 02:06:13
405,pathardi,19.1667,75.1833,20.96,41,100,2.53,IN,2025-01-25 02:06:13
406,kuanda,56.3161,116.0806,-23.47,90,61,0.8,RU,2025-01-25 02:06:13
407,colares,38.7992,-9.4469,14.65,80,100,12,PT,2025-01-25 02:06:13
408,levanger,63.7464,11.2996,-0.49,77,4,2.49,NO,2025-01-25 02:06:13
409,bereznik,62.8551,42.7072,-1.93,95,100,3.76,RU,2025-01-25 02:06:14
410,yelizovo,53.1873,158.3805,-4.92,54,0,3,RU,2025-01-25 02:06:14
411,zaozersk,69.4005,32.4476,-16.44,99,63,3.35,RU,2025-01-25 02:06:14
412,votorantim,-23.5467,-47.4378,20.77,93,100,2.17,BR,2025-01-25 02:06:14
413,nema,57.5067,50.5011,-16.4,99,89,2.4,RU,2025-01-25 02:06:14
414,barranca,-10.75,-77.7667,19.71,89,85,5.57,PE,2025-01-25 02:06:15
415,berezovyy,51.6667,135.7,-11.29,79,2,1.56,RU,2025-01-25 02:06:15
416,kulittalai,10.9167,78.4167,20.91,79,6,1.26,IN,2025-01-25 02:06:15
417,abbeville,50.1,1.8333,9.71,96,100,2.7,FR,2025-01-25 02:06:15
418,punta del este,-34.9667,-54.95,23.06,95,75,3.09,UY,2025-01-25 02:06:16
419,soure,-0.7167,-48.5233,24.59,88,100,3.64,BR,2025-01-25 02:06:16
420,chitose,42.8194,141.6522,2.49,69,20,6.69,JP,2025-01-25 02:02:04
421,chipata,-13.6333,32.65,17.25,99,100,0.12,ZM,2025-01-25 02:02:41
422,sillod,20.3,75.65,18.11,50,32,1.57,IN,2025-01-25 02:06:17
423,gebeit,21.0667,36.3167,11.45,89,0,2.18,SD,2025-01-25 02:06:17
424,lubango,-14.9172,13.4925,15.92,100,100,2.06,AO,2025-01-25 02:06:17
425,torghay,49.6339,63.4981,-17.84,79,100,3.85,KZ,2025-01-25 02:06:17
426,genhe,50.7833,121.5167,-15.64,88,100,0.38,CN,2025-01-25 02:06:17
427,aweil,8.7682,27.4002,21.89,18,4,3.78,SS,2025-01-25 02:06:18
428,jayapura,-2.5333,140.7,31.66,70,91,0.72,ID,2025-01-25 02:05:02
429,constitucion,-35.3333,-72.4167,14.86,79,0,5.96,CL,2025-01-25 02:06:18
430,tselinnoye,53.0833,85.6667,-21.7,92,100,2.93,RU,2025-01-25 02:06:18
431,udayagiri,20.1333,84.3833,18.04,36,4,1.9,IN,2025-01-25 02:06:19
432,kralendijk,12.15,-68.2667,26.99,78,20,6.17,BQ,2025-01-25 02:05:19
433,tidjikja,18.5564,-11.4271,20.63,14,100,7.56,MR,2025-01-25 02:06:19
434,tarija,-21.5355,-64.7296,19.95,88,75,0,BO,2025-01-25 02:06:19
435,gondar,12.6,37.4667,12.03,57,25,1.65,ET,2025-01-25 02:06:20
436,black point,-34.6187,137.8972,24.05,42,70,3.38,AU,2025-01-25 02:06:20
437,carolina beach,34.0352,-77.8936,-0.52,79,53,2.22,US,2025-01-25 02:06:20
438,kurkino,53.4257,38.6582,-2.28,80,94,2.11,RU,2025-01-25 02:06:20
439,veinticinco de mayo,-35.4323,-60.1727,23.88,72,0,0.89,AR,2025-01-25 02:06:20
440,minas de marcona,-15.2119,-75.1103,17.67,78,98,2.88,PE,2025-01-25 02:06:21
441,bayanhongor,46.7167,100.1167,-26.19,90,100,1.68,MN,2025-01-25 02:06:21
442,sur,22.5667,59.5289,18.44,49,0,4.45,OM,2025-01-25 02:03:12
443,hasaki,35.7333,140.8333,7.81,78,100,9.83,JP,2025-01-25 02:06:21
444,plastun,44.7561,136.2939,-4.39,42,0,1.77,RU,2025-01-25 02:06:22
445,molde,62.7375,7.1591,5.91,56,100,3.6,NO,2025-01-25 02:06:22
446,nizhneudinsk,54.9076,99.0276,-23.38,93,56,1.42,RU,2025-01-25 02:06:22
447,naze,28.3667,129.4833,17.51,82,100,9.82,JP,2025-01-25 02:06:22
448,tobruk,32.0836,23.9764,14.82,49,46,4.2,LY,2025-01-25 02:06:22
449,uzgen,40.7699,73.3007,-7.83,61,0,4.08,KG,2025-01-25 02:06:23
450,noosa heads,-26.3833,153.15,25.43,79,100,6.96,AU,2025-01-25 02:03:55
451,akranes,64.3218,-22.0749,0.03,95,100,10.92,IS,2025-01-25 02:06:23
452,mount gambier,-37.8333,140.7667,23.5,44,88,4.44,AU,2025-01-25 02:01:56
453,usogorsk,63.4106,48.6872,-5,96,100,3.58,RU,2025-01-25 02:06:24
454,puerto baquerizo moreno,-0.9,-89.6,23.98,87,60,3.83,EC,2025-01-25 02:06:24
455,whakatane,-37.9585,176.9854,24.17,80,74,3.13,NZ,2025-01-25 02:06:24
456,bangassou,4.7413,22.8184,17.81,37,0,1.02,CF,2025-01-25 02:06:24
457,sinjai,-5.1241,120.253,27.7,79,100,2.1,ID,2025-01-25 02:05:03
458,lisbon,38.7167,-9.1333,14.84,82,75,8.23,PT,2025-01-25 01:57:35
459,kayangel,8.0823,134.7173,28.32,78,12,5.95,PW,2025-01-25 02:06:25
460,pokhara,28.2333,83.9833,11.57,39,0,1.73,NP,2025-01-25 02:06:25
461,tshabong,-26.05,22.45,27.57,15,5,4,BW,2025-01-25 02:06:25
462,st. john's,47.5649,-52.7093,-3.34,90,100,8.75,CA,2025-01-25 02:06:26
463,chibougamau,49.9168,-74.3659,-23.21,84,0,2.57,CA,2025-01-25 02:06:26
464,oranjemund,-28.55,16.4333,17.52,99,100,2.25,NA,2025-01-25 02:06:26
465,korla,41.7597,86.1469,-10.78,76,22,1.55,CN,2025-01-25 02:06:26
466,selkirk,50.1436,-96.8845,-2.12,91,99,3.13,CA,2025-01-25 02:06:27
467,kulhudhuffushi,6.6221,73.07,26.81,83,99,5.94,MV,2025-01-25 02:06:27
468,walvis bay,-22.9575,14.5053,17.53,94,12,5.14,NA,2025-01-25 02:06:27
469,khandyga,62.6667,135.6,-22.91,99,100,1.11,RU,2025-01-25 02:06:28
470,vargashi,55.3556,65.8467,-14.29,81,100,6.23,RU,2025-01-25 02:06:28
471,afonso claudio,-20.0742,-41.1239,21.25,97,48,1.41,BR,2025-01-25 02:06:28
472,karasburg,-28.0167,18.75,23.87,34,0,2.16,NA,2025-01-25 02:06:28
473,touros,-5.1989,-35.4608,26.34,74,15,4.19,BR,2025-01-25 02:06:29
474,conde,-7.2597,-34.9075,25.7,83,0,2.06,BR,2025-01-25 02:06:29
475,guerrero negro,27.9769,-114.0611,15.42,41,86,4.4,MX,2025-01-25 02:06:29
476,tutayev,57.8853,39.5406,-5.95,95,89,2.8,RU,2025-01-25 02:06:29
477,i-n-salah,27.1935,2.4607,17.7,16,100,4.74,DZ,2025-01-25 02:06:29
478,robore,-18.3333,-59.75,28.01,56,9,2.42,BO,2025-01-25 02:06:30
479,muroto-misakicho,33.2833,134.15,10.22,59,14,8.43,JP,2025-01-25 02:06:30
480,chernomorskoye,45.5039,32.6997,8.53,95,100,4.94,UA,2025-01-25 02:06:30
481,richards bay,-28.783,32.0377,22.16,98,10,2,ZA,2025-01-25 02:06:30
482,nouna,12.7333,-3.8667,23.05,16,29,3.68,BF,2025-01-25 02:04:26
483,nantucket,41.2835,-70.0995,-1.94,50,0,7.67,US,2025-01-25 02:06:31
484,farmington,36.7281,-108.2187,1.95,37,0,1.79,US,2025-01-25 02:06:31
485,dikhil,11.5,42.1667,18.01,80,0,3.22,DJ,2025-01-25 02:06:31
486,antonio enes,-16.2325,39.9086,23.85,98,100,1.44,MZ,2025-01-25 02:06:31
